"word1","word2","freq"
"debt","deal",2
"debt","issued",2
"debt","limit",2
"debt","pay",2
"debt","recently",2
"debt","relief",2
"debt","servicing",2
"debut","thursday",2
"dec","gerald",2
"decade","according",2
"decade","recover",2
"decades","ago",2
"decades","now",2
"december","st",2
"december","th",2
"decide","go",2
"decide","next",2
"decide","worth",2
"decided","give",2
"decided","going",2
"decided","keep",2
"decided","look",2
"decided","post",2
"decided","real",2
"deciduous","trees",2
"decision","end",2
"decision","go",2
"decision","march",2
"decision","part",2
"decision","whether",2
"decision","will",2
"decisions","said",2
"declined","describe",2
"declined","name",2
"dedicated","women",2
"deep","economic",2
"deep","end",2
"deep","fry",2
"deep","inside",2
"deep","love",2
"deeply","rooted",2
"deer","trail",2
"def","coord",2
"defazio","said",2
"defazio","tried",2
"defence","league",2
"defending","super",2
"defense","city",2
"defense","marriage",2
"defense","mechanism",2
"defense","started",2
"defensive","back",2
"defensive","backs",2
"defensive","player",2
"defensive","players",2
"defining","moment",2
"definitely","catch",2
"definitely","go",2
"definitely","got",2
"definitely","one",2
"definitely","recommend",2
"definitely","think",2
"definitely","won",2
"deflect","attention",2
"degree","university",2
"deje","vu",2
"delaney","state",2
"delicious","fresh",2
"delight","beauty",2
"deliver","lecture",2
"deliver","new",2
"deliver","wetland",2
"delivered","back",2
"delivered","think",2
"delivery","system",2
"demand","weekend",2
"demands","attention",2
"demands","including",2
"democratic","incumbent",2
"democratic","leader",2
"democratic","legislators",2
"democratically","elected",2
"democrats","gone",2
"democrats","outspoken",2
"democrats","said",2
"democrats","wont",2
"democrats","work",2
"demographics","rank",2
"denied","denied",2
"denied","said",2
"dennis","kucinich",2
"dennis","rodman",2
"denver","broncos",2
"denver","international",2
"denver","metro",2
"dep","rule",2
"department","corrections",2
"department","elementary",2
"department","employee",2
"department","energy",2
"department","environmental",2
"department","health",2
"department","homeland",2
"department","law",2
"department","says",2
"department","spokesman",2
"department","state",2
"dependent","region",2
"depending","colors",2
"depends","arm",2
"depression","anxiety",2
"depth","chart",2
"depth","team",2
"deputies","said",2
"deputy","chief",2
"deputy","city",2
"deputy","commissioner",2
"deputy","director",2
"deputy","ombudsman",2
"derby","eighth",2
"deron","williams",2
"describing","fascinating",2
"desert","island",2
"deserve","like",2
"deserve","right",2
"deserves","chance",2
"deserves","credit",2
"deshaun","thomas",2
"design","companies",2
"design","process",2
"design","theres",2
"designated","hitter",2
"designed","improve",2
"desk","giving",2
"despite","high",2
"dessert","wines",2
"destroying","-house",2
"destruction","thousand",2
"detailed","information",2
"detailed","plans",2
"details","can",2
"details","just",2
"details","please",2
"detectives","investigating",2
"determine","far",2
"detox","diet",2
"detroit","general",2
"deutsche","bank",2
"develop","changeup",2
"develop","vaccine",2
"developed","countries",2
"developed","leads",2
"developed","sharp",2
"developers","new",2
"developing","diabetes",2
"development","backstory",2
"development","braeckel",2
"development","company",2
"development","corporation",2
"development","director",2
"development","last",2
"development","tool",2
"device","can",2
"diablo","canyon",2
"dial","engagement",2
"dial","one",2
"dialogue","can",2
"dianne","feinstein",2
"diapers","didnt",2
"didnt","appear",2
"didnt","arrive",2
"didnt","ask",2
"didnt","become",2
"didnt","believe",2
"didnt","bring",2
"didnt","catch",2
"didnt","cry",2
"didnt","deserve",2
"didnt","involve",2
"didnt","learn",2
"didnt","leave",2
"didnt","mind",2
"didnt","miss",2
"didnt","money",2
"didnt","notice",2
"didnt","play",2
"didnt","put",2
"didnt","read",2
"didnt","respond",2
"didnt","share",2
"didnt","surprise",2
"didnt","throw",2
"didnt","touch",2
"didnt","try",2
"didnt","turn",2
"didnt","worry",2
"diego","gas",2
"diet","fitness",2
"dietary","fiber",2
"difference","game",2
"difference","made",2
"difference","two",2
"difference","use",2
"different","anything",2
"different","college",2
"different","countries",2
"different","departments",2
"different","different",2
"different","kinds",2
"different","last",2
"different","life",2
"different","lives",2
"different","looks",2
"different","official",2
"different","perspective",2
"different","reasons",2
"different","set",2
"different","special",2
"different","styles",2
"different","think",2
"different","type",2
"different","types",2
"different","usually",2
"different","version",2
"difficult","also",2
"difficult","expensive",2
"difficult","find",2
"difficult","get",2
"difficult","imagine",2
"difficult","keep",2
"difficult","make",2
"difficult","month",2
"difficult","smaller",2
"digi","stamps",2
"digis","attitude",2
"digital","cameras",2
"diligence","enforcement",2
"dimly","lit",2
"dimora","pleaded",2
"dimora","said",2
"diners","can",2
"dining-room","table",2
"dining","table",2
"dinner","-",2
"dinner","hubby",2
"dinner","menu",2
"dinner","now",2
"dinner","plates",2
"dinner","special",2
"dinner","together",2
"dinner","walk",2
"dinner","went",2
"dinosaur","hall",2
"dippin","dots",2
"direct","air",2
"direct","knowledge",2
"direction","also",2
"direction","im",2
"direction","may",2
"directly","across",2
"directly","employed",2
"director","behind",2
"director","christopher",2
"director","international",2
"director","jon",2
"director","said",2
"director","sales",2
"director","st",2
"director","tim",2
"director","tom",2
"directors","will",2
"dirk","gentlys",2
"dirk","nowitzki",2
"dirt","looks",2
"disaster","management",2
"discharged","hospital",2
"disciplinary","hearing",2
"discontinued","works",2
"discredited","floyd",2
"discs","sides",2
"discuss","details",2
"discuss","matter",2
"discusses","job",2
"discussing","issue",2
"discussion","well",2
"discussions","said",2
"disgusting","three",2
"dish","cover",2
"dishes","including",2
"display","also",2
"disposal","probable",2
"dispute","many",2
"disputes","someones",2
"distance","measured",2
"distance","us",2
"distant","yet",2
"distraction","one",2
"distress","ink",2
"district","attorneys",2
"district","brian",2
"district","charles",2
"district","cindy",2
"district","daniel",2
"district","developer",2
"district","includes",2
"district","spokeswoman",2
"district","steve",2
"district","steven",2
"district","students",2
"district","virginia",2
"districts","will",2
"divide","batter",2
"division","-b",2
"division","also",2
"division","labor",2
"dm","email",2
"dm","us",2
"dna","samples",2
"dnt","look",2
"dobbs","ferry",2
"docket","lawful",2
"doctor","appointments",2
"doctor","says",2
"doctors","hospitals",2
"doctors","know",2
"doctors","think",2
"document","infestation",2
"documents","filed",2
"documents","least",2
"documents","show",2
"dodge","durango",2
"doesnt","add",2
"doesnt","card",2
"doesnt","come",2
"doesnt","connection",2
"doesnt","exist",2
"doesnt","expect",2
"doesnt","feel",2
"doesnt","happen",2
"doesnt","hate",2
"doesnt","hold",2
"doesnt","listen",2
"doesnt","recognize",2
"doesnt","run",2
"doesnt","sign",2
"doesnt","stop",2
"doesnt","use",2
"doesnt","yet",2
"doesnut","need",2
"dog","detroit",2
"dog","little",2
"dog","park",2
"dog","per",2
"dog","run",2
"dog","walk",2
"dog","will",2
"dogfish","head",2
"dogs","cats",2
"doll","club",2
"dollar","bill",2
"dollar","spend",2
"dollar","store",2
"dollars","million",2
"dollars","plus",2
"dollars","state",2
"dolph","dropkicks",2
"dom","perignon",2
"domain","books",2
"domain","lng",2
"domaine","chandon",2
"dome","home",2
"domestic","multinational",2
"domestic","prices",2
"domestic","security",2
"dominant","first",2
"don","knabe",2
"donation","gets",2
"donation","newark",2
"done","anything",2
"done","better",2
"done","course",2
"done","d",2
"done","even",2
"done","everything",2
"done","gods",2
"done","good",2
"done","great",2
"done","guess",2
"done","highly",2
"done","house",2
"done","like",2
"done","little",2
"done","long",2
"done","lot",2
"done","many",2
"done","one",2
"done","playing",2
"done","prevent",2
"done","rather",2
"done","really",2
"done","something",2
"done","thanks",2
"done","think",2
"done","three",2
"done","time",2
"done","twice",2
"done","us",2
"done","working",2
"donkey","appreciation",2
"donors","mostly",2
"dont","afraid",2
"dont","already",2
"dont","anymore",2
"dont","anything",2
"dont","behave",2
"dont","bend",2
"dont","blame",2
"dont","bother",2
"dont","carry",2
"dont","change",2
"dont","close",2
"dont","come",2
"dont","complain",2
"dont","control",2
"dont","cry",2
"dont","deserve",2
"dont","dont",2
"dont","eat",2
"dont","end",2
"dont","follow",2
"dont","friends",2
"dont","fully",2
"dont","happen",2
"dont","hate",2
"dont","hear",2
"dont","hide",2
"dont","hurt",2
"dont","last",2
"dont","learn",2
"dont","listen",2
"dont","lot",2
"dont","mention",2
"dont","mess",2
"dont","move",2
"dont","much",2
"dont","number",2
"dont","often",2
"dont","oh",2
"dont","order",2
"dont","play",2
"dont","political",2
"dont","qualify",2
"dont","read",2
"dont","require",2
"dont","right",2
"dont","rush",2
"dont","say",2
"dont","score",2
"dont","send",2
"dont","show",2
"dont","shy",2
"dont","sweat",2
"dont","teach",2
"dont","tend",2
"dont","treat",2
"dont","trust",2
"dont","turn",2
"dont","u",2
"dont","wait",2
"door","always",2
"door","door",2
"door","fast",2
"door","great",2
"door","just",2
"door","lady",2
"door","left",2
"door","longer",2
"door","opened",2
"door","prizes",2
"doors","looked",2
"doors","now",2
"doping","testosterone",2
"doppelganger","close",2
"dosent","work",2
"dot","com",2
"dot","dot",2
"dot","lower",2
"double-play","grounder",2
"double","back",2
"double","checked",2
"double","din",2
"double","eyelids",2
"double","life",2
"double","win",2
"doubles","three",2
"doubles","two",2
"doubt","mind",2
"doubt","now",2
"downing","said",2
"download","free",2
"downside","besides",2
"downtown","city",2
"downtown","dallas",2
"downtown","dribble",2
"downtown","hotel",2
"downtown","minneapolis",2
"downtown","portland",2
"downward","trend",2
"dozen","cookies",2
"dozen","people",2
"dqwell","jackson",2
"dr","david",2
"dr","eric",2
"dr","glassman",2
"dr","ivins",2
"dr","james",2
"dr","johnny",2
"dr","pepper",2
"dr","smith",2
"dr","stephen",2
"dr","suess",2
"draconian","cuts",2
"drafted","first",2
"drafting","new",2
"dragging","piano",2
"dragon","tattoo",2
"dramatic","flyover",2
"dramatic","way",2
"draw","new",2
"draw","picture",2
"draws","attention",2
"draymond","green",2
"dream","come",2
"dream","home",2
"dream","love",2
"dream","team",2
"dreamsily","guysuf",2
"dress","code",2
"dress","red",2
"dress","way",2
"dress","wear",2
"dressing","like",2
"drew","lines",2
"drew","said",2
"dried","cranberries",2
"dried","fruit",2
"drink","enough",2
"drink","specials",2
"drink","time",2
"drinking","coffee",2
"drinking","cup",2
"drinking","experience",2
"drinking","tea",2
"drive","around",2
"drive","get",2
"drive","home",2
"drive","puck",2
"drive","shane",2
"drive","social",2
"drives","units",2
"driving","called",2
"driving","highway",2
"drop","percent",2
"dropped","grassy",2
"drove","city",2
"drove","runs",2
"drugs","get",2
"drum","making",2
"dry","like",2
"dry","weather",2
"dryland","working",2
"dt","blog",2
"dt","call",2
"dual","fuel",2
"duck","dinner",2
"duck","race",2
"duct","tape",2
"dude","can",2
"dude","need",2
"dude","thats",2
"dudley","said",2
"due","august",2
"due","fact",2
"due","health",2
"due","huge",2
"due","weather",2
"duke","university",2
"dullahan","fourth",2
"duncan","said",2
"duncan","will",2
"dunk","contest",2
"durant","serge",2
"dutch","oven",2
"dutrow","son",2
"dutrow","sr",2
"duty","bound",2
"dye","hair",2
"dyer","said",2
"dying","breath",2
"dying","get",2
"dying","persons",2
"dynamic","flow",2
"dystopian","society",2
"e-e","december",2
"e-mail","address",2
"e-readers","tablets",2
"e-z","pass",2
"e","dutrow",2
"e","e",2
"e","street",2
"eager","done",2
"eager","hear",2
"eager","see",2
"earlier","game",2
"earlier","later",2
"earlier","post",2
"earlier","quarter",2
"earlier","season",2
"earlier","version",2
"earliest","writings",2
"earls","court",2
"early","april",2
"early","august",2
"early","birthday",2
"early","february",2
"early","friday",2
"early","goal",2
"early","october",2
"early","part",2
"early","sculpey",2
"early","second",2
"early","start",2
"early","summer",2
"early","teens",2
"early","th",2
"early","third",2
"early","wednesday",2
"early","week",2
"earn","advertising",2
"earn","money",2
"earned","income",2
"earned","last",2
"earned","masters",2
"earned","percent",2
"earning","less",2
"earrings","show",2
"earth","read",2
"earth","something",2
"earth","wind",2
"earthquake","japan",2
"earthquake","thisthis",2
"earthquakes","volcanic",2
"ease","back",2
"ease","pain",2
"ease","use",2
"easier","get",2
"easier","one",2
"easier","open",2
"easier","president",2
"easier","see",2
"easier","tighten",2
"easier","us",2
"easily","best",2
"easily","can",2
"easily","find",2
"easily","see",2
"easily","take",2
"eason","said",2
"east-west","much",2
"east","amwell",2
"east","bank",2
"east","maple",2
"east","portland",2
"east","said",2
"eastbound","lanes",2
"easter","baskets",2
"easter","bunny",2
"easter","everyone",2
"easter","weekend",2
"eastern","roman",2
"eastern","tennessee",2
"easy","drink",2
"easy","enough",2
"easy","find",2
"easy","follow",2
"easy","fun",2
"easy","get",2
"easy","let",2
"easy","now",2
"easy","see",2
"easy","thing",2
"easy","use",2
"easy","work",2
"eat","family",2
"eat","favorite",2
"eat","good",2
"eat","grandma",2
"eat","healthier",2
"eat","healthy",2
"eat","home",2
"eat","like",2
"eat","locally",2
"eat","one",2
"eat","well",2
"eat","words",2
"eating","healthy",2
"eating","like",2
"eating","lunch",2
"eating","meat",2
"eau","de",2
"ebook","compiler",2
"ebook","format",2
"echo","park",2
"economic","affairs",2
"economic","consequences",2
"economic","crisis",2
"economic","future",2
"economic","impact",2
"economic","inequality",2
"economic","interests",2
"economic","malaise",2
"economic","policies",2
"economic","policy",2
"economic","problems",2
"economic","situation",2
"economic","value",2
"economics","professor",2
"economists","say",2
"economy","can",2
"economy","makes",2
"economy","will",2
"economy","year",2
"ecosystem","assessment",2
"ed","bradley",2
"ed","fitzgerald",2
"ed","says",2
"ed","sheeran",2
"eddie","murphy",2
"eddie","van",2
"edgar","cayce",2
"edges","slightly",2
"editor","news",2
"editor","said",2
"editorial","page",2
"editorial","space",2
"education","can",2
"education","health",2
"education","leaders",2
"education","officials",2
"education","said",2
"education","secretary",2
"education","teachers",2
"education","training",2
"education","urd",2
"edward","one",2
"edwards","envisions",2
"edwards","said",2
"eel","avocado",2
"ef-","tornado",2
"effect","june",2
"effect","summer",2
"effective","try",2
"effectively","managed",2
"effort","can",2
"effort","create",2
"effort","help",2
"effort","preserve",2
"effort","takes",2
"effort","will",2
"efforts","create",2
"efforts","promote",2
"eg","caking",2
"egg","hunt",2
"eggs","egg",2
"eggs","one",2
"egyptian","government",2
"egypts","military",2
"eichem","said",2
"eiffel","tower",2
"eight","games",2
"eight","innings",2
"eight","seniors",2
"eight","shots",2
"eighth","alpha",2
"eighth","behind",2
"either","always",2
"either","get",2
"either","going",2
"either","hes",2
"either","im",2
"either","just",2
"either","like",2
"either","love",2
"either","need",2
"either","place",2
"either","prevent",2
"either","since",2
"either","sometimes",2
"ejector","seat",2
"el","kudz",2
"elaborate","system",2
"elderly","persons",2
"elected","representatives",2
"election","day",2
"election","law",2
"election","next",2
"election","year",2
"election","years",2
"elections","also",2
"elections","will",2
"electoral","college",2
"electoral","process",2
"electric","mixer",2
"electronic","music",2
"electronic","readers",2
"elementary","schools",2
"elementary","secondary",2
"eli","manning",2
"eligibility","remaining",2
"eligible","derby",2
"elizabeth","bennet",2
"elk","grove",2
"elliott","high",2
"ellyssa","kroski",2
"elm","street",2
"else","altogether",2
"else","gave",2
"else","go",2
"else","left",2
"else","like",2
"else","might",2
"else","need",2
"else","notice",2
"else","people",2
"else","true",2
"else","way",2
"else","without",2
"else","work",2
"else","yes",2
"elsewhere","may",2
"email","addresses",2
"email","exchange",2
"email","new",2
"email","offer",2
"email","saying",2
"emerged","one",2
"emergency","officials",2
"emergency","services",2
"emergency","vehicles",2
"emerging","markets",2
"emily","blunt",2
"emotional","eating",2
"emotional","physical",2
"emotional","triggers",2
"emphasis","added",2
"employee","important",2
"employees","can",2
"employees","including",2
"employees","knew",2
"employees","lost",2
"employees","pay",2
"employees","said",2
"employers","particularly",2
"employs","people",2
"empty","dates",2
"empty","spaces",2
"empty","storefronts",2
"en","route",2
"enacting","reforms",2
"end","another",2
"end","april",2
"end","around",2
"end","came",2
"end","can",2
"end","facebooks",2
"end","field",2
"end","get",2
"end","girlfriend",2
"end","half",2
"end","man",2
"end","march",2
"end","means",2
"end","night",2
"end","obama",2
"end","oh",2
"end","people",2
"end","said",2
"end","school",2
"end","show",2
"end","spending",2
"end","third",2
"end","today",2
"end","tunnel",2
"end","want",2
"end","wish",2
"end","yes",2
"endangered","species",2
"endearing","exciting",2
"ended","back",2
"ended","great",2
"ended","one",2
"ended","season",2
"ended","talks",2
"ended","th",2
"ending","question",2
"endorsed","romney",2
"endowment","arts",2
"ends","court",2
"ends","feelings",2
"endure","editorial",2
"energy","analysts",2
"energy","consumption",2
"energy","effort",2
"energy","go",2
"energy","performance",2
"energy","prices",2
"energy","team",2
"energy","time",2
"energy","will",2
"enforce","loyaltea",2
"enforcement","administration",2
"enforcement","agencies",2
"enforcement","officials",2
"enforcement","review",2
"engaged","strategy",2
"english","language",2
"english","revolution",2
"enjoy","experience",2
"enjoy","go",2
"enjoy","love",2
"enjoy","moment",2
"enjoy","mountains",2
"enjoy","new",2
"enjoy","sunshine",2
"enjoy","take",2
"enjoyed","much",2
"enjoyed","perusing",2
"enjoyed","watching",2
"enjoyed","writing",2
"enjoying","great",2
"enjoying","now",2
"enough","apparently",2
"enough","catch",2
"enough","christmas",2
"enough","coffee",2
"enough","come",2
"enough","definitely",2
"enough","enough",2
"enough","ensure",2
"enough","experience",2
"enough","feel",2
"enough","get",2
"enough","glass",2
"enough","go",2
"enough","guy",2
"enough","just",2
"enough","know",2
"enough","leave",2
"enough","left",2
"enough","let",2
"enough","maybe",2
"enough","muscle",2
"enough","oh",2
"enough","one",2
"enough","put",2
"enough","result",2
"enough","said",2
"enough","say",2
"enough","sense",2
"enough","show",2
"enough","someone",2
"enough","still",2
"enough","stop",2
"enough","us",2
"enough","use",2
"enough","walk",2
"enough","water",2
"enough","werent",2
"enough","win",2
"enough","wonderful",2
"enough","wouldnt",2
"ensure","everyones",2
"ensure","safety",2
"ensure","students",2
"enter","world",2
"entertainment","center",2
"entire","album",2
"entire","body",2
"entire","city",2
"entire","house",2
"entire","state",2
"entire","thing",2
"entire","world",2
"entirely","clear",2
"entirely","sure",2
"entries","challenge",2
"entryway","heaven",2
"environment","provides",2
"environmental","issues",2
"environmental","management",2
"environmental","science",2
"environmentally","friendly",2
"envisions","colleagues",2
"epa","said",2
"episode","just",2
"episode","kids",2
"episode","still",2
"episode","yet",2
"epitimy","type",2
"equal","pay",2
"equal","protection",2
"equally","important",2
"equally","large",2
"equally","two",2
"equipment","guests",2
"equippable","weapons",2
"er","havent",2
"era","signalled",2
"eric","cantor",2
"eric","hoffer",2
"eric","shenkus",2
"erica","smolders",2
"erick","aybar",2
"escaped","prison",2
"escherichia","coli",2
"especially","comes",2
"especially","given",2
"especially","im",2
"especially","involves",2
"especially","last",2
"especially","liked",2
"especially","love",2
"especially","people",2
"especially","twitter",2
"esperanza","spalding",2
"essential","oils",2
"est","dei",2
"est","hominibus",2
"estate","development",2
"estate","experts",2
"estate","holdings",2
"estate","sale",2
"estimated","billion",2
"estrella","foothills",2
"etc","come",2
"etc","make",2
"eternal","life",2
"ethanol","tax",2
"eu","associates",2
"eu","content",2
"eu","countries",2
"eu","membership",2
"eugene","oregon",2
"eurogamer","expo",2
"europe","will",2
"europe","world",2
"evaluation","committee",2
"evan","turner",2
"even","-",2
"even","ability",2
"even","become",2
"even","beer",2
"even","believe",2
"even","best",2
"even","bit",2
"even","blowout",2
"even","call",2
"even","calls",2
"even","case",2
"even","celebrated",2
"even","children",2
"even","closer",2
"even","couple",2
"even","darkest",2
"even","describe",2
"even","dog",2
"even","eat",2
"even","exist",2
"even","first",2
"even","fun",2
"even","great",2
"even","hard",2
"even","hes",2
"even","hope",2
"even","im",2
"even","invited",2
"even","knew",2
"even","live",2
"even","low",2
"even","made",2
"even","met",2
"even","necessary",2
"even","new",2
"even","old",2
"even","past",2
"even","people",2
"even","places",2
"even","real",2
"even","relatively",2
"even","right",2
"even","second",2
"even","show",2
"even","slightest",2
"even","southern",2
"even","still",2
"even","stronger",2
"even","take",2
"even","talk",2
"even","theyre",2
"even","things",2
"even","two",2
"even","us",2
"even","wanna",2
"even","well",2
"even","werent",2
"even","work",2
"even","worry",2
"even","worst",2
"even","yet",2
"evening","first",2
"evening","im",2
"evening","watch",2
"evening","will",2
"evenings","around",2
"event","ale",2
"event","know",2
"event","made",2
"event","organizers",2
"events","california",2
"events","cleveland",2
"eventually","lead",2
"eventually","reached",2
"ever","become",2
"ever","change",2
"ever","come",2
"ever","existed",2
"ever","faced",2
"ever","felt",2
"ever","followed",2
"ever","forget",2
"ever","got",2
"ever","guard",2
"ever","happen",2
"ever","happened",2
"ever","held",2
"ever","hope",2
"ever","im",2
"ever","later",2
"ever","learn",2
"ever","leave",2
"ever","made",2
"ever","means",2
"ever","one",2
"ever","said",2
"ever","told",2
"ever","tried",2
"ever","two",2
"ever","went",2
"ever","will",2
"ever","wondered",2
"ever","worked",2
"ever","written",2
"ever","youre",2
"every","aspect",2
"every","book",2
"every","city",2
"every","click",2
"every","confirmed",2
"every","dollar",2
"every","emotion",2
"every","evening",2
"every","family",2
"every","hours",2
"every","human",2
"every","islamic",2
"every","language",2
"every","line",2
"every","major",2
"every","man",2
"every","meal",2
"every","meeting",2
"every","mile",2
"every","minute",2
"every","neighborhood",2
"every","ounce",2
"every","person",2
"every","possible",2
"every","right",2
"every","saturday",2
"every","school",2
"every","seconds",2
"every","sense",2
"every","student",2
"every","team",2
"every","ten",2
"every","th",2
"every","third",2
"every","three",2
"every","tuesday",2
"every","type",2
"every","young",2
"everybody","else",2
"everybody","look",2
"everybody","loves",2
"everyday","just",2
"everyday","love",2
"everyone","awesome",2
"everyone","back",2
"everyone","beginning",2
"everyone","city",2
"everyone","coming",2
"everyone","ff",2
"everyone","get",2
"everyone","hates",2
"everyone","love",2
"everyone","married",2
"everyone","meet",2
"everyone","must",2
"everyone","place",2
"everyone","really",2
"everyone","safe",2
"everyone","seems",2
"everyone","sees",2
"everyone","starts",2
"everyone","support",2
"everyone","together",2
"everyone","trying",2
"everyone","use",2
"everyone","world",2
"everyones","mind",2
"everything","better",2
"everything","changes",2
"everything","every",2
"everything","everyone",2
"everything","happened",2
"everything","im",2
"everything","ive",2
"everything","just",2
"everything","like",2
"everything","look",2
"everything","looks",2
"everything","many",2
"everything","mr",2
"everything","place",2
"everything","think",2
"everything","today",2
"everything","together",2
"everything","wanted",2
"everything","went",2
"everywhere","dont",2
"evidence","convict",2
"evidence","id",2
"evidence","just",2
"evidence","raised",2
"evidence","suggests",2
"evidence","will",2
"evil","rich",2
"evolutionary","theory",2
"ew","aromas",2
"exact","amount",2
"exactly","feel",2
"exactly","im",2
"exactly","many",2
"exactly","match",2
"exactly","one",2
"exactly","sounds",2
"exactly","sure",2
"exactly","take",2
"exactly","type",2
"exactly","will",2
"exactly","year",2
"exaggerating","say",2
"exaggeration","say",2
"examination","also",2
"examine","issues",2
"examiners","preliminary",2
"example","im",2
"example","know",2
"example","never",2
"example","used",2
"example","usfws",2
"excellent","job",2
"excellent","physical",2
"excellent","way",2
"except","early",2
"except","last",2
"except","really",2
"except","say",2
"exceptional","lively",2
"excessive","debt",2
"exchange","program",2
"exchange","rate",2
"excited","cant",2
"excited","dont",2
"excited","happens",2
"excited","just",2
"excited","next",2
"excited","return",2
"excited","rt",2
"excited","season",2
"excited","start",2
"excited","try",2
"exciting","im",2
"exciting","new",2
"exciting","totally",2
"executing","whats",2
"executive","board",2
"executive","chef",2
"executive","job",2
"executive","robert",2
"executive","vice",2
"executives","innovations",2
"exhausting","task",2
"exhaustive","research",2
"exhibit","shows",2
"exhibition","game",2
"existence","even",2
"exiting","room",2
"exotic","marigold",2
"expect","even",2
"expect","lot",2
"expect","see",2
"expect","will",2
"expectation","comes",2
"expected","lose",2
"expected","make",2
"expected","start",2
"expedite","process",2
"expensive","run",2
"experience","according",2
"experience","avoid",2
"experience","best",2
"experience","design",2
"experience","level",2
"experience","likes",2
"experience","loss",2
"experience","making",2
"experience","now",2
"experience","one",2
"experience","place",2
"experience","things",2
"experience","will",2
"experienced","many",2
"experiences","ive",2
"expert","said",2
"experts","think",2
"explained","nothing",2
"explains","first",2
"expo","hit",2
"expo","tomorrow",2
"exports","raise",2
"exports","senators",2
"exposed","work",2
"express","emotions",2
"express","scripts",2
"expressed","interest",2
"expressed","opposition",2
"expressed","outrage",2
"extended","claims",2
"extended","family",2
"extended","lead",2
"extent","possible",2
"extra","base",2
"extra","dimension",2
"extra","happy",2
"extra","kick",2
"extra","minutes",2
"extra","special",2
"extra","vessels",2
"extra","weight",2
"extract","much",2
"extras","even",2
"extreme","religion",2
"extremely","cumbersome",2
"extremely","weak",2
"eye","butterfly",2
"eye","eye",2
"eye","infection",2
"eye","lids",2
"eye","patch",2
"eye","toward",2
"eye","twitch",2
"eyebrows","look",2
"eyes","can",2
"eyes","cant",2
"eyes","closed",2
"eyes","heart",2
"eyes","just",2
"eyes","like",2
"eyes","look",2
"eyes","made",2
"eyes","people",2
"eyes","still",2
"eyes","swollen",2
"eyes","went",2
"eyes","will",2
"f","line",2
"f","smith",2
"fabric","just",2
"fabulous","card",2
"face","book",2
"face","cant",2
"face","chest",2
"face","choice",2
"face","extreme",2
"face","federal",2
"face","feel",2
"face","feeling",2
"face","im",2
"face","old",2
"face","planet",2
"face","rt",2
"face","small",2
"face","south",2
"face","struggle",2
"facebook","actually",2
"facebook","founder",2
"facebooks","revenue",2
"facebooks","valuation",2
"faces","see",2
"facial","expression",2
"facility","last",2
"fact","born",2
"fact","box",2
"fact","can",2
"fact","couldnt",2
"fact","dont",2
"fact","falling",2
"fact","individual",2
"fact","know",2
"fact","last",2
"fact","looking",2
"fact","matter",2
"fact","old",2
"fact","open",2
"fact","people",2
"fact","ramped",2
"fact","specifically",2
"fact","team",2
"factors","including",2
"factors","matter",2
"facts","poem",2
"facts","well",2
"factually","incorrect",2
"fade","away",2
"faded","green",2
"faffing","around",2
"fail","fail",2
"fail","said",2
"fail","will",2
"failing","take",2
"fair","districts",2
"fair","game",2
"fair","number",2
"fair","oaks",2
"fair","price",2
"fair","season",2
"fairly","certain",2
"fairly","close",2
"fairly","good",2
"fairview","hospital",2
"fake","fake",2
"falcons","team",2
"fall","back",2
"fall","began",2
"fall","campaign",2
"fall","friends",2
"fall","however",2
"fall","like",2
"fall","prey",2
"fall","said",2
"fall","winter",2
"fallen","face",2
"falling","food",2
"falling","sky",2
"falls","apart",2
"falls","love",2
"familiar","case",2
"familiar","term",2
"families","also",2
"families","can",2
"families","dont",2
"families","experiencing",2
"families","friends",2
"families","say",2
"family","also",2
"family","always",2
"family","around",2
"family","best",2
"family","business",2
"family","can",2
"family","cant",2
"family","close",2
"family","community",2
"family","days",2
"family","everything",2
"family","found",2
"family","friend",2
"family","gatherings",2
"family","home",2
"family","know",2
"family","left",2
"family","many",2
"family","maybe",2
"family","meals",2
"family","mean",2
"family","moved",2
"family","much",2
"family","parents",2
"family","photos",2
"family","really",2
"family","recipes",2
"family","services",2
"family","something",2
"family","ties",2
"family","tradition",2
"family","tried",2
"family","will",2
"family","without",2
"family","work",2
"famous","case",2
"famous","singer",2
"famous","skyline",2
"fan","im",2
"fan","page",2
"fan","since",2
"fancy","labels",2
"fannie","freddie",2
"fannie","mae",2
"fans","get",2
"fans","likely",2
"fans","looking",2
"fans","managed",2
"fans","maybe",2
"fans","teams",2
"fans","want",2
"fantastic","job",2
"fantastic","people",2
"fantasy","football",2
"fantasy","novel",2
"fantasy","worlds",2
"far","dont",2
"far","enough",2
"far","far",2
"far","fast",2
"far","fetched",2
"far","getting",2
"far","ive",2
"far","know",2
"far","long",2
"far","making",2
"far","much",2
"far","often",2
"far","one",2
"far","politically",2
"far","post",2
"far","related",2
"far","removed",2
"far","shore",2
"far","stronger",2
"far","though",2
"far","throw",2
"far","will",2
"far","worse",2
"far","year",2
"fare","increase",2
"farm","centre",2
"farm","equipment",2
"farm","workers",2
"farmers","artisans",2
"farmington","mo",2
"farrow","said",2
"fashion","magazines",2
"fashion","show",2
"fashion","week",2
"fast","approaching",2
"fast","children",2
"fast","considering",2
"faster","riding",2
